strategy,sample_days,total_return,annual_return,annual_volatility,sharpe_ratio,max_drawdown,calmar_ratio,win_rate,trade_rate,avg_abs_position
enh_r1_ma40_trend_r1_abs,242,0.09718799480052209,0.09718799480052209,0.02439389099087407,3.815036655120158,-0.006529192333304845,14.885148091713356,0.11570247933884298,0.2190082644628099,0.2190082644628099
enh_r1_ma30_trend_r1_abs,242,0.09706108542046032,0.09706108542046032,0.024371392312575443,3.813788090250522,-0.006529192333304845,14.865710866772927,0.11570247933884298,0.2231404958677686,0.2231404958677686
enh_r1_ma10_trend_only,242,0.11721577069666567,0.11721577069666567,0.03337833641375695,3.3380489232644917,-0.012836943493093056,9.131127729878523,0.21074380165289255,0.49586776859504134,0.49586776859504134
sign_r1_r12,242,0.08037910476431209,0.08037910476431209,0.0386108055340734,2.0218667210306576,-0.016838408661830284,4.773557072914937,0.2066115702479339,0.512396694214876,0.512396694214876
sign_r1,242,0.1028872489746464,0.1028872489746464,0.05489032168902883,1.811871628775607,-0.02444336713003914,4.209209329765594,0.39669421487603307,1.0,1.0
sign_r12,242,0.05671055011446269,0.05671055011446269,0.05514218208779879,1.0278445076783056,-0.030431852845187568,1.8635260364513355,0.34297520661157027,1.0,1.0
weight_r1,242,0.006350023926285031,0.006350023926285031,0.061718059240060436,0.13319547124417347,-0.08225012067711501,0.07720382504012349,0.2727272727272727,0.7520661157024794,0.8611582815732933
weight_r1_r12,242,-0.0321631324716386,-0.0321631324716386,0.05181495856605334,-0.6050241604392977,-0.10958309659961607,-0.2935045045236592,0.2644628099173554,0.7520661157024794,0.8405448569027675
weight_r12,242,-0.14880776173578236,-0.14880776173578236,0.04508329515537771,-3.550060667648718,-0.16015351221967733,-0.9291570298606229,0.16115702479338842,0.7520661157024794,0.6970735531881395
