sample_days,total_return,annual_return,annual_volatility,sharpe_ratio,max_drawdown,calmar_ratio,win_rate,trade_rate,avg_abs_position,strategy,family
242,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,enh_r12_ma30_trend_bar_vol,trend_filter
242,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,enh_r12_ma30_trend_both,trend_filter
242,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,enh_r12_ma40_trend_bar_vol,trend_filter
242,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,enh_r12_ma40_trend_both,trend_filter
242,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,enh_r1_r12_ma5_trend_bar_vol,trend_filter
242,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,enh_r1_r12_ma5_trend_both,trend_filter
242,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,enh_r1_r12_ma10_trend_bar_vol,trend_filter
242,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,enh_r1_r12_ma10_trend_both,trend_filter
242,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,enh_r1_r12_ma20_trend_bar_vol,trend_filter
242,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,enh_r1_r12_ma20_trend_both,trend_filter
242,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,enh_r1_r12_ma30_trend_bar_vol,trend_filter
242,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,enh_r1_r12_ma30_trend_both,trend_filter
242,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,enh_r1_r12_ma40_trend_bar_vol,trend_filter
242,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,enh_r1_r12_ma40_trend_both,trend_filter
242,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,enh_weighted_multifactor,weighted_multifactor
